frame_idx,timestamp,camera_id,camera_kind,vehicle_id,plate,turn,phase,true_speed_mps,world_x,world_y,lane_id
111,4.440,cam_E_in,inbound_rear,V0035,61T-614.77,straight,inbound,7.66,141.24,1.75,E_in_1
111,4.440,cam_E_in,inbound_rear,V0038,33M-344.43,straight,inbound,6.51,144.43,1.75,E_in_1
111,4.440,cam_W_in,inbound_rear,V0006,53C-665.47,left,inbound,11.90,-107.81,-1.75,W_in_1
111,4.440,cam_W_in,inbound_rear,V0013,31H-862.81,right,inbound,8.35,-126.78,-1.75,W_in_1
111,4.440,cam_W_in,inbound_rear,V0014,53N-324.27,right,inbound,7.70,-129.16,1.75,W_in_0
112,4.480,cam_N_in,inbound_rear,V0001,43H-328.27,left,inbound,13.10,1.75,98.68,N_in_1
112,4.480,cam_N_in,inbound_rear,V0002,29A-195.37,straight,inbound,7.84,1.75,126.21,N_in_1
112,4.480,cam_N_in,inbound_rear,V0004,31R-448.45,straight,inbound,13.28,-1.75,98.65,N_in_0
112,4.480,cam_N_in,inbound_rear,V0008,30P-384.68,right,inbound,0.00,1.75,143.61,N_in_1
112,4.480,cam_N_in,inbound_rear,V0012,61M-317.93,right,inbound,0.80,1.75,137.93,N_in_1
112,4.480,cam_N_in,inbound_rear,V0015,31F-911.97,straight,inbound,7.19,-1.75,131.23,N_in_0
112,4.480,cam_N_in,inbound_rear,V0020,59A-214.56,left,inbound,0.04,-1.75,138.90,N_in_0
112,4.480,cam_N_in,inbound_rear,V0026,30U-343.45,right,inbound,0.00,-1.75,145.15,N_in_0
112,4.480,cam_N_in,inbound_rear,V0029,75D-162.61,left,inbound,2.51,-1.75,139.97,N_in_0
112,4.480,cam_N_in,inbound_rear,V0032,33F-516.72,right,inbound,5.39,-1.75,139.44,N_in_0
112,4.480,cam_N_in,inbound_rear,V0033,29P-371.68,straight,inbound,3.68,-1.75,142.09,N_in_0
112,4.480,cam_N_in,inbound_rear,V0036,30Y-169.96,left,inbound,3.63,1.75,144.75,N_in_1
112,4.480,cam_N_in,inbound_rear,V0043,77V-259.44,straight,inbound,5.33,1.75,148.63,N_in_1
112,4.480,cam_S_in,inbound_rear,V0003,77V-529.38,straight,inbound,11.78,-1.75,-109.57,S_in_1
112,4.480,cam_S_in,inbound_rear,V0010,33F-573.58,straight,inbound,13.19,1.75,-106.59,S_in_0
112,4.480,cam_S_in,inbound_rear,V0011,29H-941.14,left,inbound,7.09,-1.75,-131.17,S_in_1
112,4.480,cam_S_in,inbound_rear,V0018,77K-612.32,right,inbound,9.25,1.75,-129.32,S_in_0
112,4.480,cam_S_in,inbound_rear,V0022,59V-269.43,right,inbound,0.00,1.75,-141.71,S_in_0
112,4.480,cam_S_in,inbound_rear,V0023,77G-830.49,straight,inbound,1.04,-1.75,-138.80,S_in_1
112,4.480,cam_S_in,inbound_rear,V0027,61X-584.41,left,inbound,3.73,1.75,-139.01,S_in_0
112,4.480,cam_S_in,inbound_rear,V0028,75R-462.64,straight,inbound,2.36,-1.75,-139.04,S_in_1
112,4.480,cam_S_in,inbound_rear,V0031,30S-927.80,straight,inbound,3.23,-1.75,-141.32,S_in_1
112,4.480,cam_E_in,inbound_rear,V0005,53D-467.54,right,inbound,12.13,103.78,1.75,E_in_1
112,4.480,cam_E_in,inbound_rear,V0009,75K-818.97,right,inbound,8.69,124.69,1.75,E_in_1
112,4.480,cam_E_in,inbound_rear,V0019,60Y-303.29,straight,inbound,0.00,140.33,-1.75,E_in_0
112,4.480,cam_E_in,inbound_rear,V0021,33X-180.20,left,inbound,9.28,130.11,-1.75,E_in_0
112,4.480,cam_E_in,inbound_rear,V0035,61T-614.77,straight,inbound,7.65,140.93,1.75,E_in_1
112,4.480,cam_E_in,inbound_rear,V0038,33M-344.43,straight,inbound,6.37,144.17,1.75,E_in_1
112,4.480,cam_W_in,inbound_rear,V0006,53C-665.47,left,inbound,11.91,-107.34,-1.75,W_in_1
112,4.480,cam_W_in,inbound_rear,V0013,31H-862.81,right,inbound,8.39,-126.44,-1.75,W_in_1
112,4.480,cam_W_in,inbound_rear,V0014,53N-324.27,right,inbound,7.73,-128.85,1.75,W_in_0
113,4.520,cam_N_in,inbound_rear,V0001,43H-328.27,left,inbound,13.11,1.75,98.16,N_in_1
113,4.520,cam_N_in,inbound_rear,V0002,29A-195.37,straight,inbound,7.91,1.75,125.89,N_in_1
113,4.520,cam_N_in,inbound_rear,V0004,31R-448.45,straight,inbound,13.29,-1.75,98.12,N_in_0
113,4.520,cam_N_in,inbound_rear,V0008,30P-384.68,right,inbound,0.00,1.75,143.61,N_in_1
113,4.520,cam_N_in,inbound_rear,V0012,61M-317.93,right,inbound,0.87,1.75,137.90,N_in_1
113,4.520,cam_N_in,inbound_rear,V0015,31F-911.97,straight,inbound,7.22,-1.75,130.95,N_in_0
113,4.520,cam_N_in,inbound_rear,V0020,59A-214.56,left,inbound,0.07,-1.75,138.90,N_in_0
113,4.520,cam_N_in,inbound_rear,V0026,30U-343.45,right,inbound,0.00,-1.75,145.15,N_in_0
113,4.520,cam_N_in,inbound_rear,V0029,75D-162.61,left,inbound,2.33,-1.75,139.88,N_in_0
113,4.520,cam_N_in,inbound_rear,V0032,33F-516.72,right,inbound,5.24,-1.75,139.23,N_in_0
113,4.520,cam_N_in,inbound_rear,V0033,29P-371.68,straight,inbound,3.50,-1.75,141.95,N_in_0
113,4.520,cam_N_in,inbound_rear,V0036,30Y-169.96,left,inbound,3.47,1.75,144.61,N_in_1
113,4.520,cam_N_in,inbound_rear,V0043,77V-259.44,straight,inbound,5.17,1.75,148.42,N_in_1
113,4.520,cam_S_in,inbound_rear,V0003,77V-529.38,straight,inbound,11.81,-1.75,-109.10,S_in_1
113,4.520,cam_S_in,inbound_rear,V0010,33F-573.58,straight,inbound,13.20,1.75,-106.06,S_in_0
113,4.520,cam_S_in,inbound_rear,V0011,29H-941.14,left,inbound,7.15,-1.75,-130.89,S_in_1
113,4.520,cam_S_in,inbound_rear,V0018,77K-612.32,right,inbound,9.30,1.75,-128.95,S_in_0
113,4.520,cam_S_in,inbound_rear,V0022,59V-269.43,right,inbound,0.00,1.75,-141.71,S_in_0
113,4.520,cam_S_in,inbound_rear,V0023,77G-830.49,straight,inbound,0.90,-1.75,-138.76,S_in_1
113,4.520,cam_S_in,inbound_rear,V0027,61X-584.41,left,inbound,3.77,1.75,-138.86,S_in_0
113,4.520,cam_S_in,inbound_rear,V0028,75R-462.64,straight,inbound,2.18,-1.75,-138.95,S_in_1
113,4.520,cam_S_in,inbound_rear,V0031,30S-927.80,straight,inbound,3.07,-1.75,-141.20,S_in_1
113,4.520,cam_E_in,inbound_rear,V0005,53D-467.54,right,inbound,12.13,103.29,1.75,E_in_1
113,4.520,cam_E_in,inbound_rear,V0009,75K-818.97,right,inbound,8.73,124.34,1.75,E_in_1
113,4.520,cam_E_in,inbound_rear,V0019,60Y-303.29,straight,inbound,0.00,140.33,-1.75,E_in_0
113,4.520,cam_E_in,inbound_rear,V0021,33X-180.20,left,inbound,9.33,129.74,-1.75,E_in_0
113,4.520,cam_E_in,inbound_rear,V0035,61T-614.77,straight,inbound,7.65,140.63,1.75,E_in_1
113,4.520,cam_E_in,inbound_rear,V0038,33M-344.43,straight,inbound,6.23,143.93,1.75,E_in_1
113,4.520,cam_W_in,inbound_rear,V0006,53C-665.47,left,inbound,11.91,-106.86,-1.75,W_in_1
113,4.520,cam_W_in,inbound_rear,V0013,31H-862.81,right,inbound,8.43,-126.10,-1.75,W_in_1
113,4.520,cam_W_in,inbound_rear,V0014,53N-324.27,right,inbound,7.75,-128.54,1.75,W_in_0
113,4.520,cam_W_in,inbound_rear,V0034,43G-159.84,left,inbound,6.28,-143.03,-1.75,W_in_1
114,4.560,cam_N_in,inbound_rear,V0001,43H-328.27,left,inbound,13.13,1.75,97.63,N_in_1
114,4.560,cam_N_in,inbound_rear,V0002,29A-195.37,straight,inbound,7.97,1.75,125.57,N_in_1
114,4.560,cam_N_in,inbound_rear,V0004,31R-448.45,straight,inbound,13.30,-1.75,97.59,N_in_0
114,4.560,cam_N_in,inbound_rear,V0008,30P-384.68,right,inbound,0.00,1.75,143.61,N_in_1
114,4.560,cam_N_in,inbound_rear,V0012,61M-317.93,right,inbound,0.93,1.75,137.86,N_in_1
114,4.560,cam_N_in,inbound_rear,V0015,31F-911.97,straight,inbound,7.24,-1.75,130.66,N_in_0
114,4.560,cam_N_in,inbound_rear,V0020,59A-214.56,left,inbound,0.11,-1.75,138.90,N_in_0
114,4.560,cam_N_in,inbound_rear,V0026,30U-343.45,right,inbound,0.00,-1.75,145.15,N_in_0
114,4.560,cam_N_in,inbound_rear,V0029,75D-162.61,left,inbound,2.15,-1.75,139.79,N_in_0
114,4.560,cam_N_in,inbound_rear,V0032,33F-516.72,right,inbound,5.10,-1.75,139.03,N_in_0
114,4.560,cam_N_in,inbound_rear,V0033,29P-371.68,straight,inbound,3.32,-1.75,141.82,N_in_0
114,4.560,cam_N_in,inbound_rear,V0036,30Y-169.96,left,inbound,3.31,1.75,144.48,N_in_1
114,4.560,cam_N_in,inbound_rear,V0043,77V-259.44,straight,inbound,5.01,1.75,148.22,N_in_1
114,4.560,cam_S_in,inbound_rear,V0003,77V-529.38,straight,inbound,11.84,-1.75,-108.62,S_in_1
114,4.560,cam_S_in,inbound_rear,V0010,33F-573.58,straight,inbound,13.22,1.75,-105.53,S_in_0
114,4.560,cam_S_in,inbound_rear,V0011,29H-941.14,left,inbound,7.20,-1.75,-130.60,S_in_1
114,4.560,cam_S_in,inbound_rear,V0018,77K-612.32,right,inbound,9.34,1.75,-128.57,S_in_0
114,4.560,cam_S_in,inbound_rear,V0022,59V-269.43,right,inbound,0.00,1.75,-141.71,S_in_0
114,4.560,cam_S_in,inbound_rear,V0023,77G-830.49,straight,inbound,0.75,-1.75,-138.73,S_in_1
114,4.560,cam_S_in,inbound_rear,V0027,61X-584.41,left,inbound,3.80,1.75,-138.71,S_in_0
114,4.560,cam_S_in,inbound_rear,V0028,75R-462.64,straight,inbound,2.00,-1.75,-138.87,S_in_1
114,4.560,cam_S_in,inbound_rear,V0031,30S-927.80,straight,inbound,2.91,-1.75,-141.08,S_in_1
114,4.560,cam_E_in,inbound_rear,V0005,53D-467.54,right,inbound,12.13,102.80,1.75,E_in_1
114,4.560,cam_E_in,inbound_rear,V0009,75K-818.97,right,inbound,8.78,123.99,1.75,E_in_1
114,4.560,cam_E_in,inbound_rear,V0019,60Y-303.29,straight,inbound,0.00,140.33,-1.75,E_in_0
114,4.560,cam_E_in,inbound_rear,V0021,33X-180.20,left,inbound,9.38,129.36,-1.75,E_in_0
114,4.560,cam_E_in,inbound_rear,V0035,61T-614.77,straight,inbound,7.64,140.32,1.75,E_in_1
114,4.560,cam_E_in,inbound_rear,V0038,33M-344.43,straight,inbound,6.08,143.68,1.75,E_in_1
114,4.560,cam_E_in,inbound_rear,V0039,30A-569.89,uturn,inbound,7.85,143.25,-1.75,E_in_0
114,4.560,cam_W_in,inbound_rear,V0006,53C-665.47,left,inbound,11.92,-106.38,-1.75,W_in_1
114,4.560,cam_W_in,inbound_rear,V0013,31H-862.81,right,inbound,8.47,-125.77,-1.75,W_in_1
114,4.560,cam_W_in,inbound_rear,V0014,53N-324.27,right,inbound,7.78,-128.23,1.75,W_in_0
114,4.560,cam_W_in,inbound_rear,V0034,43G-159.84,left,inbound,6.31,-142.78,-1.75,W_in_1
115,4.600,cam_N_in,inbound_rear,V0001,43H-328.27,left,inbound,13.14,1.75,97.11,N_in_1
115,4.600,cam_N_in,inbound_rear,V0002,29A-195.37,straight,inbound,8.03,1.75,125.25,N_in_1
115,4.600,cam_N_in,inbound_rear,V0004,31R-448.45,straight,inbound,13.31,-1.75,97.06,N_in_0
115,4.600,cam_N_in,inbound_rear,V0008,30P-384.68,right,inbound,0.00,1.75,143.61,N_in_1
115,4.600,cam_N_in,inbound_rear,V0012,61M-317.93,right,inbound,1.00,1.75,137.82,N_in_1
115,4.600,cam_N_in,inbound_rear,V0015,31F-911.97,straight,inbound,7.27,-1.75,130.37,N_in_0
115,4.600,cam_N_in,inbound_rear,V0020,59A-214.56,left,inbound,0.15,-1.75,138.89,N_in_0
115,4.600,cam_N_in,inbound_rear,V0026,30U-343.45,right,inbound,0.00,-1.75,145.15,N_in_0
115,4.600,cam_N_in,inbound_rear,V0029,75D-162.61,left,inbound,1.97,-1.75,139.72,N_in_0
115,4.600,cam_N_in,inbound_rear,V0032,33F-516.72,right,inbound,4.96,-1.75,138.83,N_in_0
115,4.600,cam_N_in,inbound_rear,V0033,29P-371.68,straight,inbound,3.14,-1.75,141.69,N_in_0
115,4.600,cam_N_in,inbound_rear,V0036,30Y-169.96,left,inbound,3.15,1.75,144.35,N_in_1
115,4.600,cam_N_in,inbound_rear,V0043,77V-259.44,straight,inbound,4.85,1.75,148.02,N_in_1
115,4.600,cam_S_in,inbound_rear,V0003,77V-529.38,straight,inbound,11.87,-1.75,-108.15,S_in_1
115,4.600,cam_S_in,inbound_rear,V0010,33F-573.58,straight,inbound,13.23,1.75,-105.00,S_in_0
115,4.600,cam_S_in,inbound_rear,V0011,29H-941.14,left,inbound,7.25,-1.75,-130.31,S_in_1
115,4.600,cam_S_in,inbound_rear,V0018,77K-612.32,right,inbound,9.39,1.75,-128.20,S_in_0
115,4.600,cam_S_in,inbound_rear,V0022,59V-269.43,right,inbound,0.00,1.75,-141.71,S_in_0
115,4.600,cam_S_in,inbound_rear,V0023,77G-830.49,straight,inbound,0.61,-1.75,-138.71,S_in_1
115,4.600,cam_S_in,inbound_rear,V0027,61X-584.41,left,inbound,3.84,1.75,-138.56,S_in_0
115,4.600,cam_S_in,inbound_rear,V0028,75R-462.64,straight,inbound,1.82,-1.75,-138.80,S_in_1
115,4.600,cam_S_in,inbound_rear,V0031,30S-927.80,straight,inbound,2.75,-1.75,-140.97,S_in_1
115,4.600,cam_E_in,inbound_rear,V0005,53D-467.54,right,inbound,12.13,102.32,1.75,E_in_1
115,4.600,cam_E_in,inbound_rear,V0009,75K-818.97,right,inbound,8.82,123.64,1.75,E_in_1
115,4.600,cam_E_in,inbound_rear,V0019,60Y-303.29,straight,inbound,0.00,140.33,-1.75,E_in_0
115,4.600,cam_E_in,inbound_rear,V0021,33X-180.20,left,inbound,9.43,128.99,-1.75,E_in_0
115,4.600,cam_E_in,inbound_rear,V0035,61T-614.77,straight,inbound,7.64,140.02,1.75,E_in_1
115,4.600,cam_E_in,inbound_rear,V0038,33M-344.43,straight,inbound,5.94,143.44,1.75,E_in_1
115,4.600,cam_E_in,inbound_rear,V0039,30A-569.89,uturn,inbound,7.67,142.94,-1.75,E_in_0
115,4.600,cam_W_in,inbound_rear,V0006,53C-665.47,left,inbound,11.93,-105.91,-1.75,W_in_1
115,4.600,cam_W_in,inbound_rear,V0013,31H-862.81,right,inbound,8.51,-125.43,-1.75,W_in_1
115,4.600,cam_W_in,inbound_rear,V0014,53N-324.27,right,inbound,7.80,-127.92,1.75,W_in_0
115,4.600,cam_W_in,inbound_rear,V0034,43G-159.84,left,inbound,6.35,-142.52,-1.75,W_in_1
116,4.640,cam_N_in,inbound_rear,V0001,43H-328.27,left,inbound,13.16,1.75,96.58,N_in_1
116,4.640,cam_N_in,inbound_rear,V0002,29A-195.37,straight,inbound,8.09,1.75,124.93,N_in_1
116,4.640,cam_N_in,inbound_rear,V0004,31R-448.45,straight,inbound,13.32,-1.75,96.52,N_in_0
116,4.640,cam_N_in,inbound_rear,V0008,30P-384.68,right,inbound,0.00,1.75,143.61,N_in_1
116,4.640,cam_N_in,inbound_rear,V0012,61M-317.93,right,inbound,1.06,1.75,137.78,N_in_1
116,4.640,cam_N_in,inbound_rear,V0015,31F-911.97,straight,inbound,7.30,-1.75,130.07,N_in_0
116,4.640,cam_N_in,inbound_rear,V0020,59A-214.56,left,inbound,0.00,-1.75,138.89,N_in_0
116,4.640,cam_N_in,inbound_rear,V0026,30U-343.45,right,inbound,0.00,-1.75,145.15,N_in_0
116,4.640,cam_N_in,inbound_rear,V0029,75D-162.61,left,inbound,1.79,-1.75,139.64,N_in_0
116,4.640,cam_N_in,inbound_rear,V0032,33F-516.72,right,inbound,4.81,-1.75,138.64,N_in_0
116,4.640,cam_N_in,inbound_rear,V0033,29P-371.68,straight,inbound,2.96,-1.75,141.58,N_in_0
116,4.640,cam_N_in,inbound_rear,V0036,30Y-169.96,left,inbound,2.99,1.75,144.23,N_in_1
116,4.640,cam_N_in,inbound_rear,V0043,77V-259.44,straight,inbound,4.69,1.75,147.84,N_in_1
116,4.640,cam_S_in,inbound_rear,V0003,77V-529.38,straight,inbound,11.90,-1.75,-107.67,S_in_1
116,4.640,cam_S_in,inbound_rear,V0010,33F-573.58,straight,inbound,13.24,1.75,-104.47,S_in_0
116,4.640,cam_S_in,inbound_rear,V0011,29H-941.14,left,inbound,7.30,-1.75,-130.02,S_in_1
116,4.640,cam_S_in,inbound_rear,V0018,77K-612.32,right,inbound,9.43,1.75,-127.82,S_in_0
116,4.640,cam_S_in,inbound_rear,V0022,59V-269.43,right,inbound,0.00,1.75,-141.71,S_in_0
116,4.640,cam_S_in,inbound_rear,V0023,77G-830.49,straight,inbound,0.47,-1.75,-138.69,S_in_1
116,4.640,cam_S_in,inbound_rear,V0027,61X-584.41,left,inbound,3.88,1.75,-138.40,S_in_0
116,4.640,cam_S_in,inbound_rear,V0028,75R-462.64,straight,inbound,1.64,-1.75,-138.73,S_in_1
116,4.640,cam_S_in,inbound_rear,V0031,30S-927.80,straight,inbound,2.59,-1.75,-140.87,S_in_1
116,4.640,cam_E_in,inbound_rear,V0005,53D-467.54,right,inbound,12.13,101.83,1.75,E_in_1
116,4.640,cam_E_in,inbound_rear,V0009,75K-818.97,right,inbound,8.86,123.29,1.75,E_in_1
116,4.640,cam_E_in,inbound_rear,V0019,60Y-303.29,straight,inbound,0.00,140.33,-1.75,E_in_0
116,4.640,cam_E_in,inbound_rear,V0021,33X-180.20,left,inbound,9.47,128.61,-1.75,E_in_0
116,4.640,cam_E_in,inbound_rear,V0035,61T-614.77,straight,inbound,7.63,139.71,1.75,E_in_1
116,4.640,cam_E_in,inbound_rear,V0038,33M-344.43,straight,inbound,5.79,143.21,1.75,E_in_1
116,4.640,cam_E_in,inbound_rear,V0039,30A-569.89,uturn,inbound,7.49,142.64,-1.75,E_in_0
116,4.640,cam_W_in,inbound_rear,V0006,53C-665.47,left,inbound,11.93,-105.43,-1.75,W_in_1
116,4.640,cam_W_in,inbound_rear,V0013,31H-862.81,right,inbound,8.55,-125.08,-1.75,W_in_1
116,4.640,cam_W_in,inbound_rear,V0014,53N-324.27,right,inbound,7.82,-127.61,1.75,W_in_0
116,4.640,cam_W_in,inbound_rear,V0034,43G-159.84,left,inbound,6.38,-142.27,-1.75,W_in_1
117,4.680,cam_N_in,inbound_rear,V0001,43H-328.27,left,inbound,13.17,1.75,96.05,N_in_1
117,4.680,cam_N_in,inbound_rear,V0002,29A-195.37,straight,inbound,8.15,1.75,124.60,N_in_1
117,4.680,cam_N_in,inbound_rear,V0004,31R-448.45,straight,inbound,13.33,-1.75,95.99,N_in_0
117,4.680,cam_N_in,inbound_rear,V0008,30P-384.68,right,inbound,0.00,1.75,143.61,N_in_1
117,4.680,cam_N_in,inbound_rear,V0012,61M-317.93,right,inbound,1.13,1.75,137.73,N_in_1
117,4.680,cam_N_in,inbound_rear,V0015,31F-911.97,straight,inbound,7.33,-1.75,129.78,N_in_0
117,4.680,cam_N_in,inbound_rear,V0020,59A-214.56,left,inbound,0.00,-1.75,138.89,N_in_0
117,4.680,cam_N_in,inbound_rear,V0026,30U-343.45,right,inbound,0.00,-1.75,145.15,N_in_0
117,4.680,cam_N_in,inbound_rear,V0029,75D-162.61,left,inbound,1.61,-1.75,139.58,N_in_0
117,4.680,cam_N_in,inbound_rear,V0032,33F-516.72,right,inbound,4.67,-1.75,138.45,N_in_0
117,4.680,cam_N_in,inbound_rear,V0033,29P-371.68,straight,inbound,2.78,-1.75,141.46,N_in_0
117,4.680,cam_N_in,inbound_rear,V0036,30Y-169.96,left,inbound,2.83,1.75,144.12,N_in_1
117,4.680,cam_N_in,inbound_rear,V0043,77V-259.44,straight,inbound,4.53,1.75,147.66,N_in_1
117,4.680,cam_S_in,inbound_rear,V0003,77V-529.38,straight,inbound,11.93,-1.75,-107.20,S_in_1
117,4.680,cam_S_in,inbound_rear,V0010,33F-573.58,straight,inbound,13.25,1.75,-103.94,S_in_0
117,4.680,cam_S_in,inbound_rear,V0011,29H-941.14,left,inbound,7.36,-1.75,-129.72,S_in_1
117,4.680,cam_S_in,inbound_rear,V0018,77K-612.32,right,inbound,9.48,1.75,-127.44,S_in_0
117,4.680,cam_S_in,inbound_rear,V0022,59V-269.43,right,inbound,0.00,1.75,-141.71,S_in_0
117,4.680,cam_S_in,inbound_rear,V0023,77G-830.49,straight,inbound,0.32,-1.75,-138.68,S_in_1
117,4.680,cam_S_in,inbound_rear,V0027,61X-584.41,left,inbound,3.93,1.75,-138.24,S_in_0
117,4.680,cam_S_in,inbound_rear,V0028,75R-462.64,straight,inbound,1.46,-1.75,-138.67,S_in_1
117,4.680,cam_S_in,inbound_rear,V0031,30S-927.80,straight,inbound,2.43,-1.75,-140.77,S_in_1
117,4.680,cam_E_in,inbound_rear,V0005,53D-467.54,right,inbound,12.13,101.35,1.75,E_in_1
117,4.680,cam_E_in,inbound_rear,V0009,75K-818.97,right,inbound,8.90,122.93,1.75,E_in_1
117,4.680,cam_E_in,inbound_rear,V0019,60Y-303.29,straight,inbound,0.00,140.33,-1.75,E_in_0
117,4.680,cam_E_in,inbound_rear,V0021,33X-180.20,left,inbound,9.52,128.23,-1.75,E_in_0
117,4.680,cam_E_in,inbound_rear,V0035,61T-614.77,straight,inbound,7.63,139.41,1.75,E_in_1
117,4.680,cam_E_in,inbound_rear,V0038,33M-344.43,straight,inbound,5.65,142.99,1.75,E_in_1
117,4.680,cam_E_in,inbound_rear,V0039,30A-569.89,uturn,inbound,7.31,142.35,-1.75,E_in_0
117,4.680,cam_W_in,inbound_rear,V0006,53C-665.47,left,inbound,11.94,-104.95,-1.75,W_in_1
117,4.680,cam_W_in,inbound_rear,V0013,31H-862.81,right,inbound,8.59,-124.74,-1.75,W_in_1
117,4.680,cam_W_in,inbound_rear,V0014,53N-324.27,right,inbound,7.85,-127.29,1.75,W_in_0
117,4.680,cam_W_in,inbound_rear,V0034,43G-159.84,left,inbound,6.42,-142.01,-1.75,W_in_1
118,4.720,cam_N_in,inbound_rear,V0001,43H-328.27,left,inbound,13.18,1.75,95.53,N_in_1
118,4.720,cam_N_in,inbound_rear,V0002,29A-195.37,straight,inbound,8.21,1.75,124.27,N_in_1
118,4.720,cam_N_in,inbound_rear,V0004,31R-448.45,straight,inbound,13.34,-1.75,95.46,N_in_0
118,4.720,cam_N_in,inbound_rear,V0008,30P-384.68,right,inbound,0.00,1.75,143.61,N_in_1
118,4.720,cam_N_in,inbound_rear,V0012,61M-317.93,right,inbound,1.20,1.75,137.68,N_in_1
118,4.720,cam_N_in,inbound_rear,V0015,31F-911.97,straight,inbound,7.36,-1.75,129.49,N_in_0
118,4.720,cam_N_in,inbound_rear,V0020,59A-214.56,left,inbound,0.00,-1.75,138.89,N_in_0
118,4.720,cam_N_in,inbound_rear,V0026,30U-343.45,right,inbound,0.00,-1.75,145.15,N_in_0
118,4.720,cam_N_in,inbound_rear,V0029,75D-162.61,left,inbound,1.43,-1.75,139.52,N_in_0
118,4.720,cam_N_in,inbound_rear,V0032,33F-516.72,right,inbound,4.52,-1.75,138.27,N_in_0
118,4.720,cam_N_in,inbound_rear,V0033,29P-371.68,straight,inbound,2.60,-1.75,141.36,N_in_0
118,4.720,cam_N_in,inbound_rear,V0036,30Y-169.96,left,inbound,2.67,1.75,144.01,N_in_1
118,4.720,cam_N_in,inbound_rear,V0040,60K-235.54,left,inbound,6.77,1.75,143.21,N_in_1
118,4.720,cam_N_in,inbound_rear,V0043,77V-259.44,straight,inbound,4.37,1.75,147.48,N_in_1
118,4.720,cam_S_in,inbound_rear,V0003,77V-529.38,straight,inbound,11.96,-1.75,-106.72,S_in_1
118,4.720,cam_S_in,inbound_rear,V0010,33F-573.58,straight,inbound,13.27,1.75,-103.41,S_in_0
118,4.720,cam_S_in,inbound_rear,V0011,29H-941.14,left,inbound,7.41,-1.75,-129.43,S_in_1
118,4.720,cam_S_in,inbound_rear,V0018,77K-612.32,right,inbound,9.52,1.75,-127.06,S_in_0
118,4.720,cam_S_in,inbound_rear,V0022,59V-269.43,right,inbound,0.00,1.75,-141.71,S_in_0
118,4.720,cam_S_in,inbound_rear,V0023,77G-830.49,straight,inbound,0.18,-1.75,-138.67,S_in_1
118,4.720,cam_S_in,inbound_rear,V0027,61X-584.41,left,inbound,3.97,1.75,-138.09,S_in_0
118,4.720,cam_S_in,inbound_rear,V0028,75R-462.64,straight,inbound,1.28,-1.75,-138.62,S_in_1
118,4.720,cam_S_in,inbound_rear,V0031,30S-927.80,straight,inbound,2.27,-1.75,-140.68,S_in_1
118,4.720,cam_E_in,inbound_rear,V0005,53D-467.54,right,inbound,12.13,100.86,1.75,E_in_1
118,4.720,cam_E_in,inbound_rear,V0009,75K-818.97,right,inbound,8.94,122.57,1.75,E_in_1
118,4.720,cam_E_in,inbound_rear,V0019,60Y-303.29,straight,inbound,0.00,140.33,-1.75,E_in_0
118,4.720,cam_E_in,inbound_rear,V0021,33X-180.20,left,inbound,9.57,127.84,-1.75,E_in_0
118,4.720,cam_E_in,inbound_rear,V0035,61T-614.77,straight,inbound,7.63,139.10,1.75,E_in_1
118,4.720,cam_E_in,inbound_rear,V0038,33M-344.43,straight,inbound,5.51,142.77,1.75,E_in_1
118,4.720,cam_E_in,inbound_rear,V0039,30A-569.89,uturn,inbound,7.13,142.06,-1.75,E_in_0
118,4.720,cam_W_in,inbound_rear,V0006,53C-665.47,left,inbound,11.94,-104.47,-1.75,W_in_1
118,4.720,cam_W_in,inbound_rear,V0013,31H-862.81,right,inbound,8.63,-124.39,-1.75,W_in_1
118,4.720,cam_W_in,inbound_rear,V0014,53N-324.27,right,inbound,7.87,-126.98,1.75,W_in_0
118,4.720,cam_W_in,inbound_rear,V0034,43G-159.84,left,inbound,6.45,-141.75,-1.75,W_in_1
119,4.760,cam_N_in,inbound_rear,V0001,43H-328.27,left,inbound,13.20,1.75,95.00,N_in_1
119,4.760,cam_N_in,inbound_rear,V0002,29A-195.37,straight,inbound,8.27,1.75,123.94,N_in_1
119,4.760,cam_N_in,inbound_rear,V0004,31R-448.45,straight,inbound,13.35,-1.75,94.92,N_in_0
119,4.760,cam_N_in,inbound_rear,V0008,30P-384.68,right,inbound,0.00,1.75,143.61,N_in_1
119,4.760,cam_N_in,inbound_rear,V0012,61M-317.93,right,inbound,1.26,1.75,137.63,N_in_1
119,4.760,cam_N_in,inbound_rear,V0015,31F-911.97,straight,inbound,7.39,-1.75,129.19,N_in_0
119,4.760,cam_N_in,inbound_rear,V0020,59A-214.56,left,inbound,0.00,-1.75,138.89,N_in_0
119,4.760,cam_N_in,inbound_rear,V0026,30U-343.45,right,inbound,0.00,-1.75,145.15,N_in_0
119,4.760,cam_N_in,inbound_rear,V0029,75D-162.61,left,inbound,1.25,-1.75,139.47,N_in_0
119,4.760,cam_N_in,inbound_rear,V0032,33F-516.72,right,inbound,4.38,-1.75,138.09,N_in_0
119,4.760,cam_N_in,inbound_rear,V0033,29P-371.68,straight,inbound,2.42,-1.75,141.26,N_in_0
119,4.760,cam_N_in,inbound_rear,V0036,30Y-169.96,left,inbound,2.51,1.75,143.91,N_in_1
119,4.760,cam_N_in,inbound_rear,V0040,60K-235.54,left,inbound,6.59,1.75,142.95,N_in_1
